Area,Year,RiceProd,RiceProdLogDiff,RiceProdSD2,RiceProdSD3,RiceProdSD4,Population,PopulGrowth,PopulationSD2,PopulLogDiff,MalePopul,MalePopulGrowth,MalePopulSD2,MalePopulLogDiff,RuralPopul,RuralPopulGrowth,RuralPopulSD2,RuralPopulLogDiff,AgriLandShare,AgriLand,IrrigationEquippedLand,TempChange,tas,tasmax,tasmin,tr,tnn,txx,pr,rx1day,rx5day,fd,CattleMeatProd,CattleMeatProdLogDiff,CattleMeatProdSD2,CattleMeatProdSD3,CattleMeatProdSD4,CattleRawMilkProd,CattleRawMilkProdLogDiff,CattleRawMilkProdSD2,CattleRawMilkProdSD3,CattleRawMilkProdSD4,ChickensMeatProd,ChickensMeatProdLogDiff,ChickensMeatProdSD2,ChickensMeatProdSD3,ChickensMeatProdSD4,PotatoesProd,PotatoesProdLogDiff,PotatoesProdSD2,PotatoesProdSD3,PotatoesProdSD4,MaizeProd,MaizeProdLogDiff,MaizeProdSD2,MaizeProdSD3,MaizeProdSD4
Honduras,1978,27032,0.068564139,3268.954649,4418.108909,4425.358968,3550.368,3.164967688,79.45617479,0.013532246,1787.861,3.214623508,40.63954804,0.013741233,2290.924,2.272751082,36.81692878,0.009759938,29.10894629,3257,66,0.25,24.17,29,19.4,13.86,17,31.17,142.67,23.58,55.97,0,54196,0.036759624,3384.920162,4532.429407,3779.699194,224637,-0.006374297,2314.360495,1758.034224,1728.997084,8209,0.011073412,149.9066376,225.6346605,660.7048635,5835,0.034882321,345.0681092,1192.063896,1243.344012,454572,-0.108625183,71129.99244,51228.85511,58576.08253
Honduras,1979,31655,0.054228517,2976.919549,2683.935605,6767.309707,3662.736,3.146664133,81.49688496,0.013455187,1845.334,3.192321824,41.65495337,0.013647384,2342.991,2.247725237,37.23907152,0.009653655,29.10894629,3257,66,0.407,24.23,28.97,19.54,13.7,17.49,30.78,164.11,24.08,64.91,0,58983,0.030374868,3021.467276,2182.320401,7612.801718,221364,0.005360055,1943.836541,2018.573011,4033.135959,8421,0.012154225,168.9985207,679.4514945,1602.742337,6323,0.107561837,1256.52875,1088.290556,1108.572167,353979,0.039209023,23649.1863,65656.77647,57519.74372
Honduras,1980,35865,0.009332039,550.8361825,8287.494857,10023.69222,3777.99,3.116630801,83.25899506,0.013328715,1904.243,3.159628262,42.5444937,0.013509768,2395.655,2.223442023,37.66474981,0.0095505,29.10894629,3257,66,0.434,24.46,29.23,19.73,14.95,17.14,30.82,147.55,22.31,59.23,0,63256,-0.020431648,2055.559413,9204.424534,13185.46586,224113,0.002292215,838.6286425,3655.701073,5924.520712,8660,0.049209067,734.6839457,1673.012353,2116.886452,8100,0.010593073,141.4213562,416.3331999,632.455532,387424,0.093662304,65936.29313,61095.65485,55120.49722
Honduras,1981,36644,-0.223241583,10414.26867,12263.4377,12119.33586,3895.736,3.078006313,84.78988124,0.01316601,1964.41,3.115795582,43.27988476,0.013325197,2448.921,2.194558338,38.00203974,0.009427771,29.17150773,3264,66,0.108,24.16,28.97,19.4,14.27,17.17,30.77,144.45,18.36,49.18,0,60349,-0.117346144,10103.8488,12762.73804,12177.26796,225299,0.010766224,3998.688848,5863.723931,9171.635273,9699,0.090059074,1580.383656,1832.499113,1714.918657,8300,0.030311914,424.2640687,600,981.0708435,480672,-0.118768994,81324.3509,60948.65434,60107.41517
Honduras,1982,21916,0.324491275,17217.34302,14777.16586,12523.81211,4015.647,3.041527306,86.36390093,0.013012287,2025.617,3.073532657,44.02305398,0.013147161,2502.664,2.162895219,38.27569007,0.009293192,29.21619448,3269,66,0.449,24.36,29.19,19.58,14.83,17.58,30.71,134.37,18.16,53.03,0,46060,-0.120660308,7900.504066,6565.910625,5625.588406,230954,0.011266835,4292.138162,7961.797871,12460.78746,11934,0.048109271,988.5352801,806.8471561,2433.534193,8900,0.028333599,424.2640687,862.1678104,1040.833,365662,0.097926913,65398.18487,69707.32116,57698.65976
Honduras,1983,46265,0.021356894,1648.973014,1558.455325,6417.910791,4137.784,3.000035768,87.77670028,0.012837376,2087.875,3.029156439,44.72096838,0.012960144,2556.794,2.125396102,38.4255967,0.009133754,29.22513183,3270,66,0.581,24.72,29.58,19.93,16.22,17.87,31.72,127.06,18.82,50.23,0,34887,-0.004869707,275.0645379,292.9795215,3751.634399,237024,0.017443717,6868.835272,11272.39265,14183.74027,13332,-3.25766E-05,0.707106781,2436.129512,2175.464471,9500,0.04758226,777.8174593,862.1678104,981.0708435,458149,0.039912338,31183.40905,39672.65589,34194.32132
Honduras,1984,48597,-0.027263824,2090.914752,7573.615979,10295.10241,4261.919,2.951111929,88.9356483,0.012631042,2151.12,2.981516605,45.35100052,0.012759283,2611.136,2.088975833,38.56984649,0.008978847,29.28769327,3277,66,0.073,23.96,28.72,19.25,13.65,16.85,31,131.72,20.63,54.55,0,34498,0.007166615,405.8792924,4313.128138,7261.021479,246738,0.021901322,9024.096742,11331.48187,15220.67744,13331,0.119439138,2983.990617,2196.799263,1801.070145,10600,0.023912157,424.2640687,600,632.455532,502249,-0.074501718,55984.47229,41302.27319,42800.07777
Honduras,1985,45640,-0.124647021,8051.824917,12536.56249,12537.14695,4387.693,2.914401714,90.42127964,0.012476154,2215.256,2.944219539,46.11891848,0.012601965,2665.682,2.045817918,38.56206831,0.008795211,29.29663062,3278,66,0.14,24.26,29.07,19.5,13.26,17.33,30.89,122.69,17.12,47.77,0,35072,-0.10830501,5473.713593,8857.029468,8848.891508,259500,0.016160269,6956.516513,11642.95162,16984.77352,17551,-0.026817922,743.169227,741.2559162,2159.705285,11200,0.022663985,424.2640687,416.3331999,1412.676036,423075,0.05758731,42418.6287,49914.27252,44475.42531
Honduras,1986,34253,0.238297485,17705.24669,15175.63311,12613.90884,4515.568,2.882583099,92.04055417,0.01234186,2280.478,2.906408218,46.86703746,0.01244242,2720.217,2.003847487,38.54368354,0.008616553,29.35919206,3285,66,0.138,24.23,29.11,19.39,12.6,16.57,30.47,129.67,20.07,52.66,0,27331,0.216556992,12493.86972,10501.78653,9179.945003,269338,0.021023569,9446.23949,14681.28674,20510.2854,16500,-0.010118907,268.7005769,2639.564358,2473.347714,11800,0.007299239,141.4213562,1452.019398,3151.81223,483064,0.033809739,27654.23911,40854.25388,36127.4411
Honduras,1987,59292,-0.268974036,19357.04813,13698.24355,11226.8845,4645.733,2.849518042,93.6075028,0.012202261,2346.758,2.856749609,47.40514572,0.012232796,2774.726,1.994755518,39.13765323,0.008577841,29.35919206,3285,66,0.391,24.73,29.62,19.89,14.75,16.98,31.68,121.67,17.05,46,0,45000,0.009545318,707.1067812,577.3502692,500,282697,0.023858769,11288.95976,17089.06406,28735.37692,16120,0.112157412,3358.757211,2583.700124,4995.612108,12000,0.079452595,1703.420236,3327.472364,3443.563888,522173,-0.073879344,57759.31031,43994.36523,49185.08837
Honduras,1988,31917,0.16384164,10342.85089,7808.642797,9246.486445,4778.114,2.83714453,95.85680947,0.012150009,2413.799,2.831263084,48.32438453,0.01212517,2830.075,2.115950991,42.34367538,0.009093586,29.35919206,3285,66,0.621,24.6,29.35,19.91,15,17.53,31.49,151.55,23.72,60.93,0,46000,0,0,0,470,298662,0.025675113,12861.56524,25837.2628,33059.00747,20870,-0.012947321,433.4564569,4384.443218,5474.391686,14409,0.11034174,2947.221064,2614.314697,2157.091773,440489,0.063342074,48908.45473,59047.67884,57719.21678
Honduras,1989,46544,-0.024707238,1820.092855,5323.467416,7206.943781,4913.676,2.840195406,98.68240817,0.012162893,2482.14,2.836141394,49.77819608,0.012145773,2889.958,2.091379875,42.73753385,0.008989074,30.12780409,3371,69,0.191,24.31,29.08,19.58,13.53,16.93,30.89,128.93,20.15,50.06,0,46000,0,0,542.709253,781.1743297,316851,0.042770998,23188.15268,28030.47831,33705.15817,20257,0.142733531,5573.415649,5717.246394,6380.620731,18577,0.014935945,459.6194078,601.1796736,491.2096463,509656,0.039332929,34162.44992,30538.91593,26281.03564
Honduras,1990,43970,0.090874871,7236.530799,8774.016412,10195.58791,5053.234,2.842793348,101.5780104,0.012173864,2552.537,2.84023307,51.26382742,0.012163052,2950.398,2.066907583,43.12078573,0.008884957,29.67199929,3320,71,0.258,24.5,29.18,19.87,14.91,17.67,30.94,148.92,22.07,61.12,0,46000,-0.008966644,664.6803743,804.0729652,733.3030297,349644,0.027645909,16250.02094,23108.11633,19216.58833,28139,0.047233547,2286.076224,3580.448715,4512.898477,19227,-0.02801216,849.2352442,600.6166276,652.7717186,557969,0.006339851,5801.81114,4132.820224,14019.65971
Honduras,1991,54204,-0.168868544,12347.49861,12301.64194,10228.05535,5196.887,2.845684349,104.5719005,0.012186072,2625.035,2.842971618,52.77067197,0.012174617,3011.38,2.036807045,43.37110153,0.00875686,29.86862097,3342,73,0.493,24.57,29.41,19.79,14.99,17.62,31.4,116.54,16.21,45.87,0,45060,-0.006408217,466.6904756,355.7152419,14020.34198,372625,0.026269631,16429.62606,11872.90648,22852.86413,31372,0.051097145,2769.737262,3558.245682,6161.613019,18026,0.014709604,439.1133111,737.41734,921.3016155,566174,-0.003827616,3512.906489,14821.21938,13335.01025
Honduras,1992,36742,-0.081390122,4439.923479,3587.404958,2929.209151,5344.774,2.845153041,107.5276069,0.012183829,2699.664,2.84246484,54.26125307,0.012172477,3072.716,2.006140496,43.58818331,0.008626316,29.98480651,3355,73,0.481,24.53,29.22,19.88,14.47,17.68,31.56,110.67,14.71,41.58,0,44400,0.000977041,70.71067812,16303.29357,14273.31851,395860,-0.017758024,11214.71355,22401.44076,28600.69676,35289,0.037550564,2253.549312,5451.839353,6570.73321,18647,0.019314269,599.6265504,1091.997711,1044.986922,561206,0.020991515,19651.91166,14685.36661,48610.37335
Honduras,1993,30463,0.079815196,4345.878277,3128.809571,4039.552399,5496.841,2.839685558,110.3744188,0.01216074,2776.401,2.838242747,55.72072146,0.012154647,3134.359,1.967164578,43.59878991,0.008460343,31.7097149,3548,73,0.203,24.44,29.21,19.72,14.13,17.06,31.14,149.91,23.67,58.6,0,44500,0.213102708,19931.92595,14456.22597,12366.84989,380000,0.047805496,31266.84765,32768.70106,62267.79115,38476,0.076745755,5258.753132,5648.527448,6496.479816,19495,-0.0511748,1532.300395,1230.859997,1125.11255,588998,-0.004200252,4008.588343,49673.88206,45898.19788
Honduras,1994,36609,-0.025076969,1452.397329,2821.636109,6992.278378,5652.934,2.828584236,113.0649601,0.012113856,2855.202,2.829607152,57.12786396,0.012118177,3196.017,1.925083628,43.50545182,0.008281076,31.45946912,3520,73,0.774,24.62,29.37,19.93,13.96,17.01,31.33,99.45,15.32,38.97,0,72688,-0.054171289,6027.378203,4275.821831,4238.165041,424218,0.019794856,13988.69345,55401.56673,53846.05663,45913,0.033186864,2578.111324,3947.238824,5374.011196,17328,0.001800809,50.91168825,994.8487322,1359.380741,583329,0.061495126,62742.99891,47642.45724,41358.15864
Honduras,1995,34555,0.065001549,3944.948732,7984.707321,9530.687523,5812.832,2.81649289,115.766108,0.012062786,2935.993,2.819591191,58.53642067,0.012075873,3257.543,1.878102607,43.26079287,0.008080848,31.10197515,3480,73,0.876,24.66,29.4,19.96,14.26,17.76,31.6,149.51,22.44,58.87,0,64164,0.02413679,2592.960567,2360.675539,4466.773211,444001,0.075682408,59768.20068,47547.87114,65713.79429,49559,0.035659741,2998.839859,4400.451606,4253.263561,17400,0.040165671,1192.182033,1372.051019,1463.365385,672061,-0.009335952,10106.67722,32710.47255,91561.05673
Honduras,1996,40134,0.09808144,7190.568858,11289.45884,16327.39945,5976.55,2.803657629,118.4842265,0.012008567,3018.776,2.809549301,59.97255454,0.012033455,3318.723,1.833295518,43.02179078,0.007889799,31.10197515,3480,73,0.075,24.19,28.91,19.51,12.76,16.81,30.75,155.01,23.45,60.18,0,67831,-0.029188286,3117.633798,5404.384732,5978.2406,528526,-0.00373507,3200.365292,45447.0779,37456.32693,53800,0.035318124,3222.992709,2660.899848,6323.921226,19086,0.022869884,729.7341982,840.430247,864.9186378,657768,-0.033008548,34040.82755,96785.58119,94070.07925
Honduras,1997,50303,-0.258174425,15940.30817,19043.18729,19311.97261,6144.112,2.676139367,116.2660325,0.011469531,3103.59,2.701677734,59.2901965,0.011577538,3379.565,1.783691096,42.62510388,0.007678196,30.34230047,3395,73,0.797,24.72,29.41,20.09,14.7,17.66,30.99,123.41,17.74,52.05,0,63422,-0.045755969,4484.471206,4503.973172,4052.310565,524000,0.062339374,57192.21068,40453.90934,33229.34578,58358,0.000743553,70.71067812,5971.165827,8436.279448,20118,0.013454227,447.5985925,470.7189537,921.1761956,609627,-0.111741874,97792.86784,78123.58725,64176.58397
Honduras,1998,27760,-0.348389665,10828.63325,10658.02089,9007.558752,6308.537,2.676183083,119.3794237,0.011469716,3187.439,2.701228165,60.88189386,0.011575637,3439.846,1.735368386,42.2100322,0.007471962,30.34230047,3395,75,1.018,24.9,29.67,20.19,16.09,17.56,32.04,162.85,31.53,92.33,0,57080,-0.018409312,1675.135965,1292.41905,1066.004534,604882,-0.031416129,29847.68434,22336.37751,19572.93213,58458,0.07042875,7277.542992,8639.992072,7085.330526,20751,0.00596542,202.9396462,829.7423295,1331.563617,471327,0.005661061,4372.748335,34306.63412,30081.58123
Honduras,1999,12446,-0.233973552,3665.641554,2701.389519,2331.692858,6477.365,2.76902722,126.8266723,0.011862246,3273.539,2.777422233,64.29014855,0.011897721,3499.54,1.683992753,41.67121683,0.007252591,29.82393422,3337,78,0.384,24.08,28.94,19.27,12.05,16.53,30.37,155.73,22.13,57.67,0,54711,0.002288037,204.3538598,292.0051369,360.2008699,562671,0.006465993,5967.981233,16079.91319,14093.04927,68750,0.041392685,4861.359121,4837.972406,17745.25245,21038,0.02549512,899.4398257,1310.688496,1958.980241,477511,0.048230813,39659.49804,28694.24319,23589.6901
Honduras,2000,7262,0.187074682,2764.787514,1971.139349,8977.607045,6656.725,2.721097837,128.0824939,0.011659652,3364.459,2.728462436,64.9109883,0.011690788,3558.472,1.63547725,41.15220045,0.007045331,26.23111985,2935,80,0.128,24.31,29.19,19.48,12.1,17.04,30.35,117.88,16.44,45.91,0,55000,0.002323173,208.5965005,422.3659551,3244.877643,571111,0.016894801,16019.50413,11522.4339,25938.78842,75625,-0.057210817,6600.134696,20100.68957,23820.2472,22310,0.025496814,953.8870478,2367.395263,1993.41539,533598,-0.014498006,12387.8037,15087.7271,12449.3809
Honduras,2001,11172,-0.10458695,1690.692314,9749.675225,8665.316324,6837.861,2.662338413,128.7266682,0.011411152,3456.257,2.671878856,65.29918992,0.01145151,3616.67,1.315796022,33.6497975,0.005677161,26.2400572,2936,80,0.396,24.69,29.57,19.86,12.95,17,30.67,124.02,22.34,54.5,0,55295,-0.006592277,589.0199487,3772.088679,4487.70149,593766,-0.00564805,5424.923225,24591.31196,29855.01655,66291,0.198997871,27245.53139,26381.88,27072.26867,23659,-0.094010223,3256.226727,2333.488876,1907.812949,516079,-0.0106641,8851.562687,6740.428572,33531.89337
Honduras,2002,8781,0.483552455,12696.10226,9370.408547,7701.82586,7019.908,2.59224195,128.6743423,0.011114521,3548.604,2.604939858,65.36424375,0.01116827,3664.258,1.224286063,31.72151731,0.005284722,27.06229332,3028,80,0.776,24.84,29.72,20.01,14.31,17.44,30.92,122.54,18.82,48.51,0,54462,0.051876691,4886.107858,4753.202114,4887.717762,586094,0.032751177,32461.85811,32192.53212,33324.88764,104822,0.046893715,8451.340249,11968.50379,15447.00913,19054,0.035984185,1163.897762,1176.837004,1108.733624,503561,0.009040287,7489.675026,37183.43205,31943.90137
Honduras,2003,26736,-0.076673956,3059.651042,2958.643664,2735.210458,7201.881,2.520535954,128.3582656,0.010810868,3641.043,2.529083013,65.11392795,0.010847073,3709.119,1.140702145,29.91768791,0.004925964,28.17946197,3153,82,0.672,24.9,29.81,20.04,14.82,17.58,31.84,134.82,20.12,53.34,0,61372,0.015288767,1554.927812,2186.012885,2694.708936,632002,0.010952382,11413.41056,15528.08656,53532.72901,116774,0.042431438,8474.674773,11968.50379,9825.38255,20700,0.013101945,448.3056993,410.5975321,534.4045752,514153,-0.062625023,48820.77349,35197.47092,31524.66937
Honduras,2004,22409,-0.026613681,941.8662325,2531.37433,11934.33785,7383.407,2.454232849,128.1319914,0.010529906,3733.128,2.462090772,64.99230558,0.010563214,3751.429,1.05565106,28.00284275,0.004560604,28.06327643,3140,82.5,0.491,24.76,29.69,19.88,14.95,17.61,31.61,123.19,18.35,47.88,0,63571,0.014597081,1536.543036,2016.577381,3106.568579,648143,0.009875444,10540.84079,56012.95046,62939.10824,128759,0.038550454,8451.340249,7562.770921,6281.882839,21334,0.002739525,95.45941546,352.075276,1064.066845,445110,0.021538088,16002.53357,28421.36184,84933.21479
Honduras,2005,21077,0.09071332,3461.994801,13580.04183,14378.16352,7564.613,2.38726026,127.6942923,0.010245922,3825.041,2.397281493,64.83957051,0.010288427,3791.031,0.965621225,25.88505794,0.004173522,28.15264992,3150,83,0.956,24.7,29.63,19.83,16.2,17.49,31.96,166.23,25.68,64.67,0,65744,0.012090572,1312.390186,2615.261427,3802.379902,663050,0.054527735,62721.0786,58746.51708,58467.37585,140711,-0.045527441,9902.323364,7012.298149,7013.037876,21469,0.010610865,375.4737008,1137.337681,3598.389952,467741,0.030337369,23929.90769,88364.22482,72153.20686
Honduras,2006,25973,0.254431926,14628.62509,12857.53394,10701.9133,7745.2,2.314491556,126.7573758,0.00993715,3916.738,2.323974695,64.36368765,0.009977402,3827.638,0.879471883,23.80333558,0.0038028,28.24202342,3160,85,0.621,24.75,29.56,20,15.76,17.12,31.52,140.59,21.69,54.04,0,67600,0.020742415,2338.402125,3388.322741,8050.775175,751751,0.012738762,15822.92844,22377.5,39582.439,126707,0.025492012,5416.437944,7660.500005,8300.22572,22000,0.031408464,1166.726189,3842.953552,3355.303302,501583,0.102349522,94255.91972,69155.35561,58379.43662
Honduras,2007,46661,0.026037025,2038.58885,2352.229226,3090.812892,7924.462,2.23756515,125.3806389,0.009610498,4007.762,2.246066508,63.65163112,0.009646609,3861.301,0.788879189,21.53917966,0.003412616,28.24202342,3160,87.8,0.769,24.67,29.48,19.91,14.98,17.44,31.43,142.79,25.12,58.93,0,70907,0.020743707,2452.953424,9854.201693,9087.300846,774128,0.012376276,15823.63555,48318.33119,45163.1232,134367,0.024081351,5417.145051,5602.975311,5539.22903,23650,0.093421685,4013.53809,3613.071685,3232.93431,634881,-0.073303159,69723.55705,49311.26967,44500.80516
Honduras,2008,49544,-0.042909189,3295.824707,3722.429628,3554.563018,8101.777,2.166500016,124.1149178,0.009308516,4097.779,2.172664753,62.95442384,0.00933472,3891.762,0.701815784,19.31320751,0.003037302,28.4565198,3184,88,0.566,24.61,29.47,19.8,14.8,17.73,31.19,161.04,26.64,67.17,0,74376,-0.124487408,13106.9313,10002.21137,8230.884724,796506,-0.053676852,65480.91636,50751.1894,58304.19984,142028,0.00983186,2299.511252,5633.370572,5376.28573,29326,-0.112856238,4745.393609,3892.911635,3179.105888,536277,0.039422761,36032.74736,26650.08075,22609.38159
Honduras,2009,44883,-0.026913529,1907.066989,3550.857502,5072.274638,8277.302,2.097676272,122.7756575,0.009015858,4186.81,2.099999761,62.17094952,0.009025741,3919.075,0.609327456,16.88570993,0.002638246,28.58164268,3198,89.7,0.811,24.95,29.81,20.15,15.33,17.49,31.62,121.14,18.71,46.36,0,55840,0.020900325,1946.664969,4692.722273,4023.921667,703902,0.006314944,7290.270914,30963.00069,26460.20002,145280,-0.034091015,7755.547176,6584.10938,8334.281373,22615,-0.001211529,44.54772721,1366.66248,2042.997634,587235,-0.02985468,27585.64975,23520.57117,26211.47522
Honduras,2010,42186,0.067008554,4976.617526,5829.596413,4801.00788,8450.933,2.030201872,121.3190176,0.008728746,4274.733,2.027424871,61.28282341,0.008716925,3942.955,0.518240761,14.44901997,0.002244879,29.20725713,3268,90,0.806,24.57,29.38,19.82,15.99,17.58,32.14,162.08,25.02,60.4,0,58593,0.044980754,4521.240759,3208.740771,2672.173694,714212,-0.036806801,41037.64915,29519.54831,25163.23331,134312,0.036556207,8340.324484,10206.11377,8804.120111,22552,0.043885487,1695.642061,2127.497669,1930.924582,548223,-0.002588641,2303.753893,12880.76193,31867.94876
Honduras,2011,49224,0.038241964,3203.900826,2503.799313,8344.305883,8622.504,1.969996187,120.1112792,0.008472403,4361.4,1.962603751,60.52621915,0.008440917,3963.389,0.430616324,12.06819143,0.001866128,29.59156314,3311,90,0.73,24.68,29.54,19.87,15.21,17.51,31.45,150.12,21.86,56.32,0,64987,-0.018582497,1924.744658,1408.171273,1152.489299,656176,0.012803629,13882.62744,9860.73764,8132.235094,146107,0.024642392,6031.620844,4269.201816,4488.267591,24950,0.030983211,1304.612011,981.3081325,849.6920083,544965,-0.016653756,14497.10323,38717.77898,31948.01764
Honduras,2012,53755,-0.034560848,2907.623084,9100.502422,9742.020478,8792.367,1.914046582,118.9990002,0.008234046,4446.997,1.902519835,59.82476922,0.008184923,3980.456,0.362043947,10.19011582,0.001569497,30.01161855,3358,90,0.639,24.73,29.59,19.93,15.2,17.67,30.85,127.11,18.46,47.77,0,62265,0.005096557,519.7234842,515.6455501,590.0039548,675809,-0.00530212,5798.63623,4426.327856,3663.771196,154637,-0.011200192,2783.886469,2807.645914,10812.64317,26795,-0.005594426,242.5022706,670.9494398,663.6052483,524463,0.057988842,52975.73294,37516.40053,46615.06315
Honduras,2013,49643,0.130566671,12311.43617,10799.55278,9337.379111,8960.657,1.865811848,118.2204756,0.008028451,4531.602,1.853847712,59.40333358,0.00797744,3994.867,0.303639646,8.577205256,0.001316692,30.11886674,3370,90,0.915,24.77,29.54,20.06,16.88,18.06,31.69,139.71,20.56,53.32,0,63000,0.001781773,183.1406563,336.79519,752.0775669,667608.49,0.000787849,857.1548402,2239.512342,2960.863084,150699.99,0.015389826,3843.839534,12729.68275,16792.24961,26452.05,-0.015919155,673.201011,549.6663238,476.025,599382,-0.025271087,23958.19196,33945.01949,28575.24767
